time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
2069;18,716969;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2070;18,717043;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2071;18,717117;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2072;18,717192;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2073;18,717264;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2074;18,717339;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2075;18,717413;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2076;18,717487;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2077;18,71756;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2078;18,717634;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2079;18,717709;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2080;18,717783;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2081;18,717855;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2082;18,71793;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2083;18,718004;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2084;18,718079;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2085;18,718151;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2086;18,718225;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2087;18,7183;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2088;18,718374;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2089;18,718447;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2090;18,718521;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2091;18,718596;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2092;18,718668;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2093;18,718742;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2094;18,718817;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2095;18,718891;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2096;18,718964;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2097;18,719038;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2098;18,719112;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2099;18,719187;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2100;18,71926;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2101;18,719334;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2102;18,719408;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2103;18,719482;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2104;18,719555;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2105;18,71963;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2106;18,719704;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2107;18,719778;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2108;18,71985;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2109;18,719925;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2110;18,72;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2111;18,720074;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2112;18,720146;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2113;18,72022;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2114;18,720295;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2115;18,720367;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2116;18,720442;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2117;18,720516;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2118;18,72059;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2119;18,720663;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2120;18,720737;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2121;18,720812;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2122;18,720886;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2123;18,720959;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2124;18,721033;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2125;18,721107;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2126;18,721182;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2127;18,721254;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2128;18,721329;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2129;18,721403;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2130;18,721478;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2131;18,72155;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2132;18,721624;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2133;18,721699;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2134;18,721773;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2135;18,721846;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2136;18,72192;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2137;18,721994;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2138;18,722067;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2139;18,722141;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2140;18,722216;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2141;18,72229;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2142;18,722363;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2143;18,722437;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2144;18,722511;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2145;18,722586;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2146;18,722658;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2147;18,722733;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2148;18,722807;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2149;18,722881;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2150;18,722954;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2151;18,723028;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2152;18,723103;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2153;18,723177;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2154;18,72325;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2155;18,723324;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2156;18,723398;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2157;18,723473;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2158;18,723545;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2159;18,72362;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2160;18,723694;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2161;18,723766;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2162;18,72384;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2163;18,723915;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2164;18,72399;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2165;18,724062;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2166;18,724136;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2167;18,72421;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2168;18,724285;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2169;18,724358;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2170;18,724432;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2171;18,724506;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2172;18,72458;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2173;18,724653;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2174;18,724728;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2175;18,724802;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2176;18,724876;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2177;18,724949;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2178;18,725023;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2179;18,725098;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2180;18,725172;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2181;18,725245;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2182;18,725319;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2183;18,725393;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2184;18,725466;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2185;18,72554;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2186;18,725615;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2187;18,725689;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2188;18,725761;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2189;18,725836;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2190;18,72591;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2191;18,725985;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2192;18,726057;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2193;18,726131;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2194;18,726206;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2195;18,72628;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2196;18,726353;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2197;18,726427;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2198;18,726501;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2199;18,726576;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2200;18,726648;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2201;18,726723;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2202;18,726797;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2203;18,726871;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2204;18,726944;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2205;18,727018;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2206;18,727093;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2207;18,727165;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2208;18,72724;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2209;18,727314;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2210;18,727388;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2211;18,72746;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2212;18,727535;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2213;18,72761;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2214;18,727684;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2215;18,727757;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2216;18,72783;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2217;18,727905;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2218;18,72798;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2219;18,728052;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2220;18,728127;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2221;18,7282;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2222;18,728275;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2223;18,728348;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2224;18,728422;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2225;18,728497;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2226;18,72857;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2227;18,728643;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2228;18,728718;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2229;18,728792;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2230;18,728865;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2231;18,72894;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2232;18,729013;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2233;18,729088;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2234;18,72916;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2235;18,729235;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2236;18,72931;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2237;18,729383;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2238;18,729456;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2239;18,72953;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2240;18,729605;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2241;18,72968;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2242;18,729752;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2243;18,729826;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2244;18,7299;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2245;18,729975;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2246;18,730047;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2247;18,730122;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2248;18,730196;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2249;18,73027;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2250;18,730343;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2251;18,730417;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2252;18,730492;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2253;18,730564;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2254;18,730639;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2255;18,730713;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2256;18,730787;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2257;18,73086;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2258;18,730934;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2259;18,731009;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2260;18,731083;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2261;18,731155;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2262;18,73123;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2263;18,731304;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2264;18,731379;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2265;18,731451;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2266;18,731525;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2267;18,7316;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2268;18,731674;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2269;18,731747;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2270;18,731821;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2271;18,731895;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2272;18,73197;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2273;18,732042;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2274;18,732117;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2275;18,732191;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2276;18,732264;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2277;18,732338;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2278;18,732412;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2279;18,732487;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2280;18,73256;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2281;18,732634;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2282;18,732708;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2283;18,732782;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2284;18,732855;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2285;18,73293;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2286;18,733004;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2287;18,733078;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2288;18,73315;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2289;18,733225;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2290;18,7333;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2291;18,733374;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2292;18,733446;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2293;18,73352;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2294;18,733595;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2295;18,73367;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2296;18,733742;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2297;18,733816;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2298;18,73389;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2299;18,733963;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2300;18,734037;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2301;18,734112;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2302;18,734186;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2303;18,734259;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2304;18,734333;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2305;18,734407;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2306;18,734482;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2307;18,734554;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2308;18,734629;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2309;18,734703;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2310;18,734777;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2311;18,73485;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2312;18,734924;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2313;18,734999;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2314;18,735073;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2315;18,735146;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2316;18,73522;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2317;18,735294;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2318;18,735369;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2319;18,735441;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2320;18,735516;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2321;18,73559;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2322;18,735662;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2323;18,735737;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2324;18,735811;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2325;18,735886;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2326;18,735958;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2327;18,736032;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2328;18,736107;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2329;18,736181;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2330;18,736254;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2331;18,736328;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2332;18,736403;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2333;18,736477;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2334;18,73655;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2335;18,736624;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2336;18,736698;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2337;18,736773;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2338;18,736845;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2339;18,73692;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2340;18,736994;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2341;18,737066;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2342;18,73714;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2343;18,737215;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2344;18,73729;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2345;18,737362;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2346;18,737436;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2347;18,73751;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2348;18,737585;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2349;18,737658;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2350;18,737732;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2351;18,737806;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2352;18,73788;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2353;18,737953;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2354;18,738028;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2355;18,738102;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2356;18,738176;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2357;18,738249;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2358;18,738323;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2359;18,738398;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2360;18,738472;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2361;18,738544;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2362;18,738619;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2363;18,738693;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2364;18,738766;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2365;18,73884;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2366;18,738914;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2367;18,738989;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2368;18,739061;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2369;18,739136;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2370;18,73921;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2371;18,739285;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2372;18,739357;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2373;18,739431;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2374;18,739506;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2375;18,73958;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2376;18,739653;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2377;18,739727;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2378;18,739801;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2379;18,739876;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2380;18,739948;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2381;18,740023;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2382;18,740097;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2383;18,740171;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2384;18,740244;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2385;18,740318;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2386;18,740393;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2387;18,740465;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2388;18,74054;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2389;18,740614;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2390;18,740688;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2391;18,74076;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2392;18,740835;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2393;18,74091;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2394;18,740984;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2395;18,741056;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2396;18,74113;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2397;18,741205;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2398;18,74128;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2399;18,741352;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2400;18,741426;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2401;18,7415;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2402;18,741575;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2403;18,741648;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2404;18,741722;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2405;18,741796;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2406;18,74187;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2407;18,741943;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2408;18,742018;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2409;18,742092;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2410;18,742165;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2411;18,742239;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2412;18,742313;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2413;18,742388;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2414;18,74246;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2415;18,742535;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2416;18,742609;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2417;18,742683;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2418;18,742756;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2419;18,74283;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2420;18,742905;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2421;18,74298;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2422;18,743052;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2423;18,743126;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2424;18,7432;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2425;18,743275;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2426;18,743347;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2427;18,743422;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2428;18,743496;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2429;18,74357;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2430;18,743643;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2431;18,743717;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2432;18,743792;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2433;18,743864;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2434;18,743938;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2435;18,744013;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2436;18,744087;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2437;18,74416;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2438;18,744234;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2439;18,744308;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2440;18,744383;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2441;18,744455;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2442;18,74453;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2443;18,744604;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2444;18,744678;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
2445;18,744751;sun;On;On;Receiver;Off;Off;On;5,3722225E-4
