time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
10675;17,858757;sun;On;On;Receiver;On;Off;On;6,105556E-4
10676;17,858757;sun;On;On;Receiver;On;Off;On;6,105556E-4
10677;17,858759;sun;On;On;Receiver;On;Off;On;6,105556E-4
10678;17,858759;sun;On;On;Receiver;On;Off;On;6,105556E-4
10679;17,858759;sun;On;On;Receiver;On;Off;On;6,105556E-4
10680;17,85876;sun;On;On;Receiver;On;Off;On;6,105556E-4
10681;17,85876;sun;On;On;Receiver;On;Off;On;6,105556E-4
10682;17,85876;sun;On;On;Receiver;On;Off;On;6,105556E-4
10683;17,85876;sun;On;On;Receiver;On;Off;On;6,105556E-4
10684;17,858763;sun;On;On;Receiver;On;Off;On;6,105556E-4
10685;17,858763;sun;On;On;Receiver;On;Off;On;6,105556E-4
10686;17,858763;sun;On;On;Receiver;On;Off;On;6,105556E-4
10687;17,858765;sun;On;On;Receiver;On;Off;On;6,105556E-4
10688;17,858765;sun;On;On;Receiver;On;Off;On;6,105556E-4
10689;17,858765;sun;On;On;Receiver;On;Off;On;6,105556E-4
10690;17,858765;sun;On;On;Receiver;On;Off;On;6,105556E-4
10691;17,858767;sun;On;On;Receiver;On;Off;On;6,105556E-4
10692;17,858767;sun;On;On;Receiver;On;Off;On;6,105556E-4
10693;17,858767;sun;On;On;Receiver;On;Off;On;6,105556E-4
10694;17,858768;sun;On;On;Receiver;On;Off;On;6,105556E-4
10695;17,858768;sun;On;On;Receiver;On;Off;On;6,105556E-4
10696;17,858768;sun;On;On;Receiver;On;Off;On;6,105556E-4
10697;17,85877;sun;On;On;Receiver;On;Off;On;6,105556E-4
10698;17,85877;sun;On;On;Receiver;On;Off;On;6,105556E-4
10699;17,85877;sun;On;On;Receiver;On;Off;On;6,105556E-4
10700;17,85877;sun;On;On;Receiver;On;Off;On;6,105556E-4
10701;17,858772;sun;On;On;Receiver;On;Off;On;6,105556E-4
10702;17,858772;sun;On;On;Receiver;On;Off;On;6,105556E-4
10703;17,858772;sun;On;On;Receiver;On;Off;On;6,105556E-4
10704;17,858774;sun;On;On;Receiver;On;Off;On;6,105556E-4
10705;17,858774;sun;On;On;Receiver;On;Off;On;6,105556E-4
10706;17,858774;sun;On;On;Receiver;On;Off;On;6,105556E-4
10707;17,858774;sun;On;On;Receiver;On;Off;On;6,105556E-4
10708;17,858776;sun;On;On;Receiver;On;Off;On;6,105556E-4
10709;17,858776;sun;On;On;Receiver;On;Off;On;6,105556E-4
10710;17,858776;sun;On;On;Receiver;On;Off;On;6,105556E-4
10711;17,858778;sun;On;On;Receiver;On;Off;On;6,105556E-4
10712;17,858778;sun;On;On;Receiver;On;Off;On;6,105556E-4
10713;17,858778;sun;On;On;Receiver;On;Off;On;6,105556E-4
10714;17,858778;sun;On;On;Receiver;On;Off;On;6,105556E-4
10715;17,85878;sun;On;On;Receiver;On;Off;On;6,105556E-4
10716;17,85878;sun;On;On;Receiver;On;Off;On;6,105556E-4
10717;17,85878;sun;On;On;Receiver;On;Off;On;6,105556E-4
10718;17,858782;sun;On;On;Receiver;On;Off;On;6,105556E-4
10719;17,858782;sun;On;On;Receiver;On;Off;On;6,105556E-4
10720;17,858782;sun;On;On;Receiver;On;Off;On;6,105556E-4
10721;17,858784;sun;On;On;Receiver;On;Off;On;6,105556E-4
10722;17,858784;sun;On;On;Receiver;On;Off;On;6,105556E-4
10723;17,858784;sun;On;On;Receiver;On;Off;On;6,105556E-4
10724;17,858784;sun;On;On;Receiver;On;Off;On;6,105556E-4
10725;17,858786;sun;On;On;Receiver;On;Off;On;6,105556E-4
10726;17,858786;sun;On;On;Receiver;On;Off;On;6,105556E-4
10727;17,858786;sun;On;On;Receiver;On;Off;On;6,105556E-4
10728;17,858788;sun;On;On;Receiver;On;Off;On;6,105556E-4
10729;17,858788;sun;On;On;Receiver;On;Off;On;6,105556E-4
10730;17,858788;sun;On;On;Receiver;On;Off;On;6,105556E-4
10731;17,858788;sun;On;On;Receiver;On;Off;On;6,105556E-4
10732;17,85879;sun;On;On;Receiver;On;Off;On;6,105556E-4
10733;17,85879;sun;On;On;Receiver;On;Off;On;6,105556E-4
10734;17,85879;sun;On;On;Receiver;On;Off;On;6,105556E-4
10735;17,858791;sun;On;On;Receiver;On;Off;On;6,105556E-4
10736;17,858791;sun;On;On;Receiver;On;Off;On;6,105556E-4
10737;17,858791;sun;On;On;Receiver;On;Off;On;6,105556E-4
10738;17,858791;sun;On;On;Receiver;On;Off;On;6,105556E-4
10739;17,858793;sun;On;On;Receiver;On;Off;On;6,105556E-4
10740;17,858793;sun;On;On;Receiver;On;Off;On;6,105556E-4
10741;17,858793;sun;On;On;Receiver;On;Off;On;6,105556E-4
10742;17,858795;sun;On;On;Receiver;On;Off;On;6,105556E-4
10743;17,858795;sun;On;On;Receiver;On;Off;On;6,105556E-4
10744;17,858795;sun;On;On;Receiver;On;Off;On;6,105556E-4
10745;17,858795;sun;On;On;Receiver;On;Off;On;6,105556E-4
10746;17,858797;sun;On;On;Receiver;On;Off;On;6,105556E-4
10747;17,858797;sun;On;On;Receiver;On;Off;On;6,105556E-4
10748;17,858797;sun;On;On;Receiver;On;Off;On;6,105556E-4
10749;17,858799;sun;On;On;Receiver;On;Off;On;6,105556E-4
10750;17,858799;sun;On;On;Receiver;On;Off;On;6,105556E-4
10751;17,858799;sun;On;On;Receiver;On;Off;On;6,105556E-4
10752;17,8588;sun;On;On;Receiver;On;Off;On;6,105556E-4
10753;17,8588;sun;On;On;Receiver;On;Off;On;6,105556E-4
10754;17,8588;sun;On;On;Receiver;On;Off;On;6,105556E-4
10755;17,8588;sun;On;On;Receiver;On;Off;On;6,105556E-4
10756;17,858803;sun;On;On;Receiver;On;Off;On;6,105556E-4
10757;17,858803;sun;On;On;Receiver;On;Off;On;6,105556E-4
10758;17,858803;sun;On;On;Receiver;On;Off;On;6,105556E-4
10759;17,858805;sun;On;On;Receiver;On;Off;On;6,105556E-4
10760;17,858805;sun;On;On;Receiver;On;Off;On;6,105556E-4
10761;17,858805;sun;On;On;Receiver;On;Off;On;6,105556E-4
10762;17,858805;sun;On;On;Receiver;On;Off;On;6,105556E-4
10763;17,858807;sun;On;On;Receiver;On;Off;On;6,105556E-4
10764;17,858807;sun;On;On;Receiver;On;Off;On;6,105556E-4
10765;17,858807;sun;On;On;Receiver;On;Off;On;6,105556E-4
10766;17,858809;sun;On;On;Receiver;On;Off;On;6,105556E-4
10767;17,858809;sun;On;On;Receiver;On;Off;On;6,105556E-4
10768;17,858809;sun;On;On;Receiver;On;Off;On;6,105556E-4
10769;17,858809;sun;On;On;Receiver;On;Off;On;6,105556E-4
10770;17,85881;sun;On;On;Receiver;On;Off;On;6,105556E-4
10771;17,85881;sun;On;On;Receiver;On;Off;On;6,105556E-4
10772;17,85881;sun;On;On;Receiver;On;Off;On;6,105556E-4
10773;17,858812;sun;On;On;Receiver;On;Off;On;6,105556E-4
10774;17,858812;sun;On;On;Receiver;On;Off;On;6,105556E-4
10775;17,858812;sun;On;On;Receiver;On;Off;On;6,105556E-4
10776;17,858814;sun;On;On;Receiver;On;Off;On;6,105556E-4
10777;17,858814;sun;On;On;Receiver;On;Off;On;6,105556E-4
10778;17,858814;sun;On;On;Receiver;On;Off;On;6,105556E-4
10779;17,858814;sun;On;On;Receiver;On;Off;On;6,105556E-4
10780;17,858816;sun;On;On;Receiver;On;Off;On;6,105556E-4
10781;17,858816;sun;On;On;Receiver;On;Off;On;6,105556E-4
10782;17,858816;sun;On;On;Receiver;On;Off;On;6,105556E-4
10783;17,858818;sun;On;On;Receiver;On;Off;On;6,105556E-4
10784;17,858818;sun;On;On;Receiver;On;Off;On;6,105556E-4
10785;17,858818;sun;On;On;Receiver;On;Off;On;6,105556E-4
10786;17,858818;sun;On;On;Receiver;On;Off;On;6,105556E-4
10787;17,85882;sun;On;On;Receiver;On;Off;On;6,105556E-4
10788;17,85882;sun;On;On;Receiver;On;Off;On;6,105556E-4
10789;17,85882;sun;On;On;Receiver;On;Off;On;6,105556E-4
10790;17,858822;sun;On;On;Receiver;On;Off;On;6,105556E-4
10791;17,858822;sun;On;On;Receiver;On;Off;On;6,105556E-4
10792;17,858822;sun;On;On;Receiver;On;Off;On;6,105556E-4
10793;17,858822;sun;On;On;Receiver;On;Off;On;6,105556E-4
10794;17,858824;sun;On;On;Receiver;On;Off;On;6,105556E-4
10795;17,858824;sun;On;On;Receiver;On;Off;On;6,105556E-4
10796;17,858824;sun;On;On;Receiver;On;Off;On;6,105556E-4
10797;17,858826;sun;On;On;Receiver;On;Off;On;6,105556E-4
10798;17,858826;sun;On;On;Receiver;On;Off;On;6,105556E-4
10799;17,858826;sun;On;On;Receiver;On;Off;On;6,105556E-4
10800;17,858828;sun;On;On;Receiver;On;Off;On;6,105556E-4
10801;17,858828;sun;On;On;Receiver;On;Off;On;6,105556E-4
10802;17,858828;sun;On;On;Receiver;On;Off;On;6,105556E-4
10803;17,858828;sun;On;On;Receiver;On;Off;On;6,105556E-4
10804;17,85883;sun;On;On;Receiver;On;Off;On;6,105556E-4
10805;17,85883;sun;On;On;Receiver;On;Off;On;6,105556E-4
10806;17,85883;sun;On;On;Receiver;On;Off;On;6,105556E-4
10807;17,858831;sun;On;On;Receiver;On;Off;On;6,105556E-4
10808;17,858831;sun;On;On;Receiver;On;Off;On;6,105556E-4
10809;17,858831;sun;On;On;Receiver;On;Off;On;6,105556E-4
10810;17,858831;sun;On;On;Receiver;On;Off;On;6,105556E-4
10811;17,858833;sun;On;On;Receiver;On;Off;On;6,105556E-4
10812;17,858833;sun;On;On;Receiver;On;Off;On;6,105556E-4
10813;17,858833;sun;On;On;Receiver;On;Off;On;6,105556E-4
10814;17,858835;sun;On;On;Receiver;On;Off;On;6,105556E-4
10815;17,858835;sun;On;On;Receiver;On;Off;On;6,105556E-4
10816;17,858835;sun;On;On;Receiver;On;Off;On;6,105556E-4
10817;17,858835;sun;On;On;Receiver;On;Off;On;6,105556E-4
10818;17,858837;sun;On;On;Receiver;On;Off;On;6,105556E-4
10819;17,858837;sun;On;On;Receiver;On;Off;On;6,105556E-4
10820;17,858837;sun;On;On;Receiver;On;Off;On;6,105556E-4
10821;17,858839;sun;On;On;Receiver;On;Off;On;6,105556E-4
10822;17,858839;sun;On;On;Receiver;On;Off;On;6,105556E-4
10823;17,858839;sun;On;On;Receiver;On;Off;On;6,105556E-4
10824;17,85884;sun;On;On;Receiver;On;Off;On;6,105556E-4
10825;17,85884;sun;On;On;Receiver;On;Off;On;6,105556E-4
10826;17,85884;sun;On;On;Receiver;On;Off;On;6,105556E-4
10827;17,85884;sun;On;On;Receiver;On;Off;On;6,105556E-4
10828;17,858843;sun;On;On;Receiver;On;Off;On;6,105556E-4
10829;17,858843;sun;On;On;Receiver;On;Off;On;6,105556E-4
10830;17,858843;sun;On;On;Receiver;On;Off;On;6,105556E-4
10831;17,858845;sun;On;On;Receiver;On;Off;On;6,105556E-4
10832;17,858845;sun;On;On;Receiver;On;Off;On;6,105556E-4
10833;17,858845;sun;On;On;Receiver;On;Off;On;6,105556E-4
10834;17,858845;sun;On;On;Receiver;On;Off;On;6,105556E-4
10835;17,858847;sun;On;On;Receiver;On;Off;On;6,105556E-4
10836;17,858847;sun;On;On;Receiver;On;Off;On;6,105556E-4
10837;17,858847;sun;On;On;Receiver;On;Off;On;6,105556E-4
10838;17,858849;sun;On;On;Receiver;On;Off;On;6,105556E-4
10839;17,858849;sun;On;On;Receiver;On;Off;On;6,105556E-4
10840;17,858849;sun;On;On;Receiver;On;Off;On;6,105556E-4
10841;17,858849;sun;On;On;Receiver;On;Off;On;6,105556E-4
10842;17,85885;sun;On;On;Receiver;On;Off;On;6,105556E-4
10843;17,85885;sun;On;On;Receiver;On;Off;On;6,105556E-4
10844;17,85885;sun;On;On;Receiver;On;Off;On;6,105556E-4
10845;17,858852;sun;On;On;Receiver;On;Off;On;6,105556E-4
10846;17,858852;sun;On;On;Receiver;On;Off;On;6,105556E-4
10847;17,858852;sun;On;On;Receiver;On;Off;On;6,105556E-4
10848;17,858852;sun;On;On;Receiver;On;Off;On;6,105556E-4
10849;17,858854;sun;On;On;Receiver;On;Off;On;6,105556E-4
10850;17,858854;sun;On;On;Receiver;On;Off;On;6,105556E-4
10851;17,858854;sun;On;On;Receiver;On;Off;On;6,105556E-4
10852;17,858856;sun;On;On;Receiver;On;Off;On;6,105556E-4
10853;17,858856;sun;On;On;Receiver;On;Off;On;6,105556E-4
10854;17,858856;sun;On;On;Receiver;On;Off;On;6,105556E-4
10855;17,858858;sun;On;On;Receiver;On;Off;On;6,105556E-4
10856;17,858858;sun;On;On;Receiver;On;Off;On;6,105556E-4
10857;17,858858;sun;On;On;Receiver;On;Off;On;6,105556E-4
10858;17,858858;sun;On;On;Receiver;On;Off;On;6,105556E-4
10859;17,85886;sun;On;On;Receiver;On;Off;On;6,105556E-4
10860;17,85886;sun;On;On;Receiver;On;Off;On;6,105556E-4
10861;17,85886;sun;On;On;Receiver;On;Off;On;6,105556E-4
10862;17,858862;sun;On;On;Receiver;On;Off;On;6,105556E-4
10863;17,858862;sun;On;On;Receiver;On;Off;On;6,105556E-4
10864;17,858862;sun;On;On;Receiver;On;Off;On;6,105556E-4
10865;17,858862;sun;On;On;Receiver;On;Off;On;6,105556E-4
10866;17,858864;sun;On;On;Receiver;On;Off;On;6,105556E-4
10867;17,858864;sun;On;On;Receiver;On;Off;On;6,105556E-4
10868;17,858864;sun;On;On;Receiver;On;Off;On;6,105556E-4
10869;17,858866;sun;On;On;Receiver;On;Off;On;6,105556E-4
10870;17,858866;sun;On;On;Receiver;On;Off;On;6,105556E-4
10871;17,858866;sun;On;On;Receiver;On;Off;On;6,105556E-4
10872;17,858866;sun;On;On;Receiver;On;Off;On;6,105556E-4
10873;17,858868;sun;On;On;Receiver;On;Off;On;6,105556E-4
10874;17,858868;sun;On;On;Receiver;On;Off;On;6,105556E-4
10875;17,858868;sun;On;On;Receiver;On;Off;On;6,105556E-4
10876;17,85887;sun;On;On;Receiver;On;Off;On;6,105556E-4
10877;17,85887;sun;On;On;Receiver;On;Off;On;6,105556E-4
10878;17,85887;sun;On;On;Receiver;On;Off;On;6,105556E-4
10879;17,858871;sun;On;On;Receiver;On;Off;On;6,105556E-4
10880;17,858871;sun;On;On;Receiver;On;Off;On;6,105556E-4
10881;17,858871;sun;On;On;Receiver;On;Off;On;6,105556E-4
10882;17,858871;sun;On;On;Receiver;On;Off;On;6,105556E-4
10883;17,858873;sun;On;On;Receiver;On;Off;On;6,105556E-4
10884;17,858873;sun;On;On;Receiver;On;Off;On;6,105556E-4
10885;17,858873;sun;On;On;Receiver;On;Off;On;6,105556E-4
10886;17,858875;sun;On;On;Receiver;On;Off;On;6,105556E-4
10887;17,858875;sun;On;On;Receiver;On;Off;On;6,105556E-4
10888;17,858875;sun;On;On;Receiver;On;Off;On;6,105556E-4
10889;17,858875;sun;On;On;Receiver;On;Off;On;6,105556E-4
10890;17,858877;sun;On;On;Receiver;On;Off;On;6,105556E-4
10891;17,858877;sun;On;On;Receiver;On;Off;On;6,105556E-4
10892;17,858877;sun;On;On;Receiver;On;Off;On;6,105556E-4
10893;17,85888;sun;On;On;Receiver;On;Off;On;6,105556E-4
10894;17,85888;sun;On;On;Receiver;On;Off;On;6,105556E-4
10895;17,85888;sun;On;On;Receiver;On;Off;On;6,105556E-4
10896;17,85888;sun;On;On;Receiver;On;Off;On;6,105556E-4
10897;17,858881;sun;On;On;Receiver;On;Off;On;6,105556E-4
10898;17,858881;sun;On;On;Receiver;On;Off;On;6,105556E-4
10899;17,858881;sun;On;On;Receiver;On;Off;On;6,105556E-4
10900;17,858883;sun;On;On;Receiver;On;Off;On;6,105556E-4
10901;17,858883;sun;On;On;Receiver;On;Off;On;6,105556E-4
10902;17,858883;sun;On;On;Receiver;On;Off;On;6,105556E-4
10903;17,858885;sun;On;On;Receiver;On;Off;On;6,105556E-4
10904;17,858885;sun;On;On;Receiver;On;Off;On;6,105556E-4
10905;17,858885;sun;On;On;Receiver;On;Off;On;6,105556E-4
10906;17,858885;sun;On;On;Receiver;On;Off;On;6,105556E-4
10907;17,858887;sun;On;On;Receiver;On;Off;On;6,105556E-4
10908;17,858887;sun;On;On;Receiver;On;Off;On;6,105556E-4
10909;17,858887;sun;On;On;Receiver;On;Off;On;6,105556E-4
10910;17,858889;sun;On;On;Receiver;On;Off;On;6,105556E-4
10911;17,858889;sun;On;On;Receiver;On;Off;On;6,105556E-4
10912;17,858889;sun;On;On;Receiver;On;Off;On;6,105556E-4
10913;17,858889;sun;On;On;Receiver;On;Off;On;6,105556E-4
10914;17,85889;sun;On;On;Receiver;On;Off;On;6,105556E-4
10915;17,85889;sun;On;On;Receiver;On;Off;On;6,105556E-4
10916;17,85889;sun;On;On;Receiver;On;Off;On;6,105556E-4
10917;17,858892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10918;17,858892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10919;17,858892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10920;17,858892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10921;17,858894;sun;On;On;Receiver;On;Off;On;6,105556E-4
10922;17,858894;sun;On;On;Receiver;On;Off;On;6,105556E-4
10923;17,858894;sun;On;On;Receiver;On;Off;On;6,105556E-4
10924;17,858896;sun;On;On;Receiver;On;Off;On;6,105556E-4
10925;17,858896;sun;On;On;Receiver;On;Off;On;6,105556E-4
10926;17,858896;sun;On;On;Receiver;On;Off;On;6,105556E-4
10927;17,858898;sun;On;On;Receiver;On;Off;On;6,105556E-4
10928;17,858898;sun;On;On;Receiver;On;Off;On;6,105556E-4
10929;17,858898;sun;On;On;Receiver;On;Off;On;6,105556E-4
10930;17,858898;sun;On;On;Receiver;On;Off;On;6,105556E-4
10931;17,8589;sun;On;On;Receiver;On;Off;On;6,105556E-4
10932;17,8589;sun;On;On;Receiver;On;Off;On;6,105556E-4
10933;17,8589;sun;On;On;Receiver;On;Off;On;6,105556E-4
10934;17,858902;sun;On;On;Receiver;On;Off;On;6,105556E-4
10935;17,858902;sun;On;On;Receiver;On;Off;On;6,105556E-4
10936;17,858902;sun;On;On;Receiver;On;Off;On;6,105556E-4
10937;17,858902;sun;On;On;Receiver;On;Off;On;6,105556E-4
10938;17,858904;sun;On;On;Receiver;On;Off;On;6,105556E-4
10939;17,858904;sun;On;On;Receiver;On;Off;On;6,105556E-4
10940;17,858904;sun;On;On;Receiver;On;Off;On;6,105556E-4
10941;17,858906;sun;On;On;Receiver;On;Off;On;6,105556E-4
10942;17,858906;sun;On;On;Receiver;On;Off;On;6,105556E-4
10943;17,858906;sun;On;On;Receiver;On;Off;On;6,105556E-4
10944;17,858906;sun;On;On;Receiver;On;Off;On;6,105556E-4
10945;17,858908;sun;On;On;Receiver;On;Off;On;6,105556E-4
10946;17,858908;sun;On;On;Receiver;On;Off;On;6,105556E-4
10947;17,858908;sun;On;On;Receiver;On;Off;On;6,105556E-4
10948;17,85891;sun;On;On;Receiver;On;Off;On;6,105556E-4
10949;17,85891;sun;On;On;Receiver;On;Off;On;6,105556E-4
10950;17,85891;sun;On;On;Receiver;On;Off;On;6,105556E-4
10951;17,85891;sun;On;On;Receiver;On;Off;On;6,105556E-4
10952;17,858912;sun;On;On;Receiver;On;Off;On;6,105556E-4
10953;17,858912;sun;On;On;Receiver;On;Off;On;6,105556E-4
10954;17,858912;sun;On;On;Receiver;On;Off;On;6,105556E-4
10955;17,858913;sun;On;On;Receiver;On;Off;On;6,105556E-4
10956;17,858913;sun;On;On;Receiver;On;Off;On;6,105556E-4
10957;17,858913;sun;On;On;Receiver;On;Off;On;6,105556E-4
10958;17,858915;sun;On;On;Receiver;On;Off;On;6,105556E-4
10959;17,858915;sun;On;On;Receiver;On;Off;On;6,105556E-4
10960;17,858915;sun;On;On;Receiver;On;Off;On;6,105556E-4
10961;17,858915;sun;On;On;Receiver;On;Off;On;6,105556E-4
10962;17,858917;sun;On;On;Receiver;On;Off;On;6,105556E-4
10963;17,858917;sun;On;On;Receiver;On;Off;On;6,105556E-4
10964;17,858917;sun;On;On;Receiver;On;Off;On;6,105556E-4
10965;17,85892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10966;17,85892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10967;17,85892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10968;17,85892;sun;On;On;Receiver;On;Off;On;6,105556E-4
10969;17,858921;sun;On;On;Receiver;On;Off;On;6,105556E-4
10970;17,858921;sun;On;On;Receiver;On;Off;On;6,105556E-4
10971;17,858921;sun;On;On;Receiver;On;Off;On;6,105556E-4
10972;17,858923;sun;On;On;Receiver;On;Off;On;6,105556E-4
10973;17,858923;sun;On;On;Receiver;On;Off;On;6,105556E-4
10974;17,858923;sun;On;On;Receiver;On;Off;On;6,105556E-4
10975;17,858923;sun;On;On;Receiver;On;Off;On;6,105556E-4
10976;17,858925;sun;On;On;Receiver;On;Off;On;6,105556E-4
10977;17,858925;sun;On;On;Receiver;On;Off;On;6,105556E-4
10978;17,858925;sun;On;On;Receiver;On;Off;On;6,105556E-4
10979;17,858927;sun;On;On;Receiver;On;Off;On;6,105556E-4
10980;17,858927;sun;On;On;Receiver;On;Off;On;6,105556E-4
10981;17,858927;sun;On;On;Receiver;On;Off;On;6,105556E-4
10982;17,858929;sun;On;On;Receiver;On;Off;On;6,105556E-4
10983;17,858929;sun;On;On;Receiver;On;Off;On;6,105556E-4
10984;17,858929;sun;On;On;Receiver;On;Off;On;6,105556E-4
10985;17,858929;sun;On;On;Receiver;On;Off;On;6,105556E-4
10986;17,85893;sun;On;On;Receiver;On;Off;On;6,105556E-4
10987;17,85893;sun;On;On;Receiver;On;Off;On;6,105556E-4
10988;17,85893;sun;On;On;Receiver;On;Off;On;6,105556E-4
10989;17,858932;sun;On;On;Receiver;On;Off;On;6,105556E-4
10990;17,858932;sun;On;On;Receiver;On;Off;On;6,105556E-4
10991;17,858932;sun;On;On;Receiver;On;Off;On;6,105556E-4
10992;17,858932;sun;On;On;Receiver;On;Off;On;6,105556E-4
10993;17,858934;sun;On;On;Receiver;On;Off;On;6,105556E-4
10994;17,858934;sun;On;On;Receiver;On;Off;On;6,105556E-4
10995;17,858934;sun;On;On;Receiver;On;Off;On;6,105556E-4
10996;17,858936;sun;On;On;Receiver;On;Off;On;6,105556E-4
10997;17,858936;sun;On;On;Receiver;On;Off;On;6,105556E-4
10998;17,858936;sun;On;On;Receiver;On;Off;On;6,105556E-4
10999;17,858936;sun;On;On;Receiver;On;Off;On;6,105556E-4
11000;17,858938;sun;On;On;Receiver;On;Off;On;6,105556E-4
11001;17,858938;sun;On;On;Receiver;On;Off;On;6,105556E-4
11002;17,858938;sun;On;On;Receiver;On;Off;On;6,105556E-4
11003;17,85894;sun;On;On;Receiver;On;Off;On;6,105556E-4
11004;17,85894;sun;On;On;Receiver;On;Off;On;6,105556E-4
11005;17,85894;sun;On;On;Receiver;On;Off;On;6,105556E-4
11006;17,858942;sun;On;On;Receiver;On;Off;On;6,105556E-4
11007;17,858942;sun;On;On;Receiver;On;Off;On;6,105556E-4
11008;17,858942;sun;On;On;Receiver;On;Off;On;6,105556E-4
11009;17,858942;sun;On;On;Receiver;On;Off;On;6,105556E-4
11010;17,858944;sun;On;On;Receiver;On;Off;On;6,105556E-4
11011;17,858944;sun;On;On;Receiver;On;Off;On;6,105556E-4
11012;17,858944;sun;On;On;Receiver;On;Off;On;6,105556E-4
11013;17,858946;sun;On;On;Receiver;On;Off;On;6,105556E-4
11014;17,858946;sun;On;On;Receiver;On;Off;On;6,105556E-4
11015;17,858946;sun;On;On;Receiver;On;Off;On;6,105556E-4
11016;17,858946;sun;On;On;Receiver;On;Off;On;6,105556E-4
11017;17,858948;sun;On;On;Receiver;On;Off;On;6,105556E-4
11018;17,858948;sun;On;On;Receiver;On;Off;On;6,105556E-4
11019;17,858948;sun;On;On;Receiver;On;Off;On;6,105556E-4
11020;17,85895;sun;On;On;Receiver;On;Off;On;6,105556E-4
11021;17,85895;sun;On;On;Receiver;On;Off;On;6,105556E-4
11022;17,85895;sun;On;On;Receiver;On;Off;On;6,105556E-4
11023;17,85895;sun;On;On;Receiver;On;Off;On;6,105556E-4
11024;17,858952;sun;On;On;Receiver;On;Off;On;6,105556E-4
11025;17,858952;sun;On;On;Receiver;On;Off;On;6,105556E-4
11026;17,858952;sun;On;On;Receiver;On;Off;On;6,105556E-4
11027;17,858953;sun;On;On;Receiver;On;Off;On;6,105556E-4
11028;17,858953;sun;On;On;Receiver;On;Off;On;6,105556E-4
11029;17,858953;sun;On;On;Receiver;On;Off;On;6,105556E-4
11030;17,858955;sun;On;On;Receiver;On;Off;On;6,105556E-4
11031;17,858955;sun;On;On;Receiver;On;Off;On;6,105556E-4
11032;17,858955;sun;On;On;Receiver;On;Off;On;6,105556E-4
11033;17,858955;sun;On;On;Receiver;On;Off;On;6,105556E-4
11034;17,858957;sun;On;On;Receiver;On;Off;On;6,105556E-4
11035;17,858957;sun;On;On;Receiver;On;Off;On;6,105556E-4
11036;17,858957;sun;On;On;Receiver;On;Off;On;6,105556E-4
11037;17,85896;sun;On;On;Receiver;On;Off;On;6,105556E-4
11038;17,85896;sun;On;On;Receiver;On;Off;On;6,105556E-4
11039;17,85896;sun;On;On;Receiver;On;Off;On;6,105556E-4
11040;17,85896;sun;On;On;Receiver;On;Off;On;6,105556E-4
11041;17,858961;sun;On;On;Receiver;On;Off;On;6,105556E-4
11042;17,858961;sun;On;On;Receiver;On;Off;On;6,105556E-4
11043;17,858961;sun;On;On;Receiver;On;Off;On;6,105556E-4
11044;17,858963;sun;On;On;Receiver;On;Off;On;6,105556E-4
11045;17,858963;sun;On;On;Receiver;On;Off;On;6,105556E-4
11046;17,858963;sun;On;On;Receiver;On;Off;On;6,105556E-4
11047;17,858963;sun;On;On;Receiver;On;Off;On;6,105556E-4
11048;17,858965;sun;On;On;Receiver;On;Off;On;6,105556E-4
11049;17,858965;sun;On;On;Receiver;On;Off;On;6,105556E-4
11050;17,858965;sun;On;On;Receiver;On;Off;On;6,105556E-4
11051;17,858967;sun;On;On;Receiver;On;Off;On;6,105556E-4
11052;17,858967;sun;On;On;Receiver;On;Off;On;6,105556E-4
11053;17,858967;sun;On;On;Receiver;On;Off;On;6,105556E-4
11054;17,858967;sun;On;On;Receiver;On;Off;On;6,105556E-4
11055;17,858969;sun;On;On;Receiver;On;Off;On;6,105556E-4
11056;17,858969;sun;On;On;Receiver;On;Off;On;6,105556E-4
11057;17,858969;sun;On;On;Receiver;On;Off;On;6,105556E-4
11058;17,85897;sun;On;On;Receiver;On;Off;On;6,105556E-4
11059;17,85897;sun;On;On;Receiver;On;Off;On;6,105556E-4
11060;17,85897;sun;On;On;Receiver;On;Off;On;6,105556E-4
11061;17,858973;sun;On;On;Receiver;On;Off;On;6,105556E-4
11062;17,858973;sun;On;On;Receiver;On;Off;On;6,105556E-4
11063;17,858973;sun;On;On;Receiver;On;Off;On;6,105556E-4
